id,dt,target
00bfd66f47,3,157.3779
00bfd66f47,4,157.3779
00bfd66f47,5,157.3779
00bfd66f47,6,157.3779
00bfd66f47,7,157.3779
00bfd66f47,8,157.3779
00bfd66f47,9,157.3779
00bfd66f47,10,157.3779
00c08d89fe,1,11.4
00c08d89fe,2,11.4
00c08d89fe,3,11.4
00c08d89fe,4,11.4
00c08d89fe,5,11.4
00c08d89fe,6,11.4
00c08d89fe,7,11.4
00c08d89fe,8,11.4
00c08d89fe,9,11.4
00c08d89fe,10,11.4
00cc75b3c3,1,25.0963
00cc75b3c3,2,25.0963
00cc75b3c3,3,25.0963
00cc75b3c3,4,25.0963
00cc75b3c3,5,25.0963
00cc75b3c3,6,25.0963
00cc75b3c3,7,25.0963
00cc75b3c3,8,25.0963
00cc75b3c3,9,25.0963
00cc75b3c3,10,25.0963
00e2c609b4,1,27.3653
00e2c609b4,2,27.3653
00e2c609b4,3,27.3653
00e2c609b4,4,27.3653
00e2c609b4,5,27.3653
00e2c609b4,6,27.3653
00e2c609b4,7,27.3653
00e2c609b4,8,27.3653
00e2c609b4,9,27.3653
00e2c609b4,10,27.3653
00e942bbdf,1,30.917
00e942bbdf,2,30.917
00e942bbdf,3,30.917
00e942bbdf,4,30.917
00e942bbdf,5,30.917
00e942bbdf,6,30.917
00e942bbdf,7,30.917
00e942bbdf,8,30.917
00e942bbdf,9,30.917
00e942bbdf,10,30.917
00f6cfcec1,1,30.450499999999998
00f6cfcec1,2,30.450499999999998
00f6cfcec1,3,30.450499999999998
00f6cfcec1,4,30.450499999999998
00f6cfcec1,5,30.450499999999998
00f6cfcec1,6,30.450499999999998
00f6cfcec1,7,30.450499999999998
00f6cfcec1,8,30.450499999999998
00f6cfcec1,9,30.450499999999998
00f6cfcec1,10,30.450499999999998
00f7f5c26f,1,21.5639
00f7f5c26f,2,21.5639
00f7f5c26f,3,21.5639
00f7f5c26f,4,21.5639
00f7f5c26f,5,21.5639
00f7f5c26f,6,21.5639
00f7f5c26f,7,21.5639
00f7f5c26f,8,21.5639
00f7f5c26f,9,21.5639
00f7f5c26f,10,21.5639
010b9063e5,1,30.245600000000003
010b9063e5,2,30.245600000000003
010b9063e5,3,30.245600000000003
010b9063e5,4,30.245600000000003
010b9063e5,5,30.245600000000003
010b9063e5,6,30.245600000000003
010b9063e5,7,30.245600000000003
010b9063e5,8,30.245600000000003
010b9063e5,9,30.245600000000003
010b9063e5,10,30.245600000000003
011ba6714b,1,13.832999999999998
011ba6714b,2,13.832999999999998
011ba6714b,3,13.832999999999998
011ba6714b,4,13.832999999999998
011ba6714b,5,13.832999999999998
011ba6714b,6,13.832999999999998
011ba6714b,7,13.832999999999998
011ba6714b,8,13.832999999999998
011ba6714b,9,13.832999999999998
011ba6714b,10,13.832999999999998
012b946b10,1,80.3823
012b946b10,2,80.3823
012b946b10,3,80.3823
012b946b10,4,80.3823
012b946b10,5,80.3823
012b946b10,6,80.3823
012b946b10,7,80.3823
012b946b10,8,80.3823
012b946b10,9,80.3823
012b946b10,10,80.3823
01375f5365,1,20.473499999999998
01375f5365,2,20.473499999999998
01375f5365,3,20.473499999999998
01375f5365,4,20.473499999999998
01375f5365,5,20.473499999999998
01375f5365,6,20.473499999999998
01375f5365,7,20.473499999999998
01375f5365,8,20.473499999999998
01375f5365,9,20.473499999999998
01375f5365,10,20.473499999999998
014e9fb03e,1,33.3987
014e9fb03e,2,33.3987
014e9fb03e,3,33.3987
014e9fb03e,4,33.3987
014e9fb03e,5,33.3987
014e9fb03e,6,33.3987
014e9fb03e,7,33.3987
014e9fb03e,8,33.3987
014e9fb03e,9,33.3987
014e9fb03e,10,33.3987
016562d2d3,1,39.8509
016562d2d3,2,39.8509
016562d2d3,3,39.8509
016562d2d3,4,39.8509
016562d2d3,5,39.8509
016562d2d3,6,39.8509
016562d2d3,7,39.8509
016562d2d3,8,39.8509
016562d2d3,9,39.8509
016562d2d3,10,39.8509
0169084125,1,75.67150000000001
0169084125,2,75.67150000000001
0169084125,3,75.67150000000001
0169084125,4,75.67150000000001
0169084125,5,75.67150000000001
0169084125,6,75.67150000000001
0169084125,7,75.67150000000001
0169084125,8,75.67150000000001
0169084125,9,75.67150000000001
0169084125,10,75.67150000000001
0175a63483,1,13.353399999999999
0175a63483,2,13.353399999999999
0175a63483,3,13.353399999999999
0175a63483,4,13.353399999999999
0175a63483,5,13.353399999999999
0175a63483,6,13.353399999999999
0175a63483,7,13.353399999999999
0175a63483,8,13.353399999999999
0175a63483,9,13.353399999999999
0175a63483,10,13.353399999999999
017ae98719,1,20.822
017ae98719,2,20.822
017ae98719,3,20.822
017ae98719,4,20.822
017ae98719,5,20.822
017ae98719,6,20.822
017ae98719,7,20.822
017ae98719,8,20.822
017ae98719,9,20.822
017ae98719,10,20.822
019209346a,1,25.867
019209346a,2,25.867
019209346a,3,25.867
019209346a,4,25.867
019209346a,5,25.867
019209346a,6,25.867
019209346a,7,25.867
019209346a,8,25.867
019209346a,9,25.867
019209346a,10,25.867
01a0123885,1,18.1897
01a0123885,2,18.1897
01a0123885,3,18.1897
01a0123885,4,18.1897
01a0123885,5,18.1897
01a0123885,6,18.1897
01a0123885,7,18.1897
01a0123885,8,18.1897
01a0123885,9,18.1897
01a0123885,10,18.1897
01ab41be99,1,11.866299999999999
01ab41be99,2,11.866299999999999
01ab41be99,3,11.866299999999999
01ab41be99,4,11.866299999999999
01ab41be99,5,11.866299999999999
01ab41be99,6,11.866299999999999
01ab41be99,7,11.866299999999999
01ab41be99,8,11.866299999999999
01ab41be99,9,11.866299999999999
01ab41be99,10,11.866299999999999
01b1ae255c,1,28.040100000000002
01b1ae255c,2,28.040100000000002
01b1ae255c,3,28.040100000000002
01b1ae255c,4,28.040100000000002
01b1ae255c,5,28.040100000000002
01b1ae255c,6,28.040100000000002
01b1ae255c,7,28.040100000000002
01b1ae255c,8,28.040100000000002
01b1ae255c,9,28.040100000000002
01b1ae255c,10,28.040100000000002
01ba9d7ab5,1,1.7308
01ba9d7ab5,2,1.7308
01ba9d7ab5,3,1.7308
01ba9d7ab5,4,1.7308
01ba9d7ab5,5,1.7308
01ba9d7ab5,6,1.7308
01ba9d7ab5,7,1.7308
01ba9d7ab5,8,1.7308
01ba9d7ab5,9,1.7308
01ba9d7ab5,10,1.7308
01c129ed75,1,57.8181
01c129ed75,2,57.8181
01c129ed75,3,57.8181
01c129ed75,4,57.8181
01c129ed75,5,57.8181
01c129ed75,6,57.8181
01c129ed75,7,57.8181
01c129ed75,8,57.8181
01c129ed75,9,57.8181
01c129ed75,10,57.8181
01cbde8c46,1,87.2048
01cbde8c46,2,87.2048
01cbde8c46,3,87.2048
01cbde8c46,4,87.2048
01cbde8c46,5,87.2048
01cbde8c46,6,87.2048
01cbde8c46,7,87.2048
01cbde8c46,8,87.2048
01cbde8c46,9,87.2048
01cbde8c46,10,87.2048
01d77b0b1b,1,32.4054
01d77b0b1b,2,32.4054
01d77b0b1b,3,32.4054
01d77b0b1b,4,32.4054
01d77b0b1b,5,32.4054
01d77b0b1b,6,32.4054
01d77b0b1b,7,32.4054
01d77b0b1b,8,32.4054
01d77b0b1b,9,32.4054
01d77b0b1b,10,32.4054
01df2f8f80,1,26.141399999999997
01df2f8f80,2,26.141399999999997
01df2f8f80,3,26.141399999999997
01df2f8f80,4,26.141399999999997
01df2f8f80,5,26.141399999999997
01df2f8f80,6,26.141399999999997
01df2f8f80,7,26.141399999999997
01df2f8f80,8,26.141399999999997
01df2f8f80,9,26.141399999999997
01df2f8f80,10,26.141399999999997
01eab8520d,1,46.7528
01eab8520d,2,46.7528
01eab8520d,3,46.7528
01eab8520d,4,46.7528
01eab8520d,5,46.7528
01eab8520d,6,46.7528
01eab8520d,7,46.7528
01eab8520d,8,46.7528
01eab8520d,9,46.7528
01eab8520d,10,46.7528
01ec3d2756,1,30.994099999999996
01ec3d2756,2,30.994099999999996
01ec3d2756,3,30.994099999999996
01ec3d2756,4,30.994099999999996
01ec3d2756,5,30.994099999999996
01ec3d2756,6,30.994099999999996
01ec3d2756,7,30.994099999999996
01ec3d2756,8,30.994099999999996
01ec3d2756,9,30.994099999999996
01ec3d2756,10,30.994099999999996
01f0a55c86,1,23.3377
01f0a55c86,2,23.3377
01f0a55c86,3,23.3377
01f0a55c86,4,23.3377
01f0a55c86,5,23.3377
01f0a55c86,6,23.3377
01f0a55c86,7,23.3377
01f0a55c86,8,23.3377
01f0a55c86,9,23.3377
01f0a55c86,10,23.3377
01f41d718f,1,24.3086
01f41d718f,2,24.3086
01f41d718f,3,24.3086
01f41d718f,4,24.3086
01f41d718f,5,24.3086
01f41d718f,6,24.3086
01f41d718f,7,24.3086
01f41d718f,8,24.3086
01f41d718f,9,24.3086
01f41d718f,10,24.3086
02023546b4,1,31.3604
02023546b4,2,31.3604
02023546b4,3,31.3604
02023546b4,4,31.3604
02023546b4,5,31.3604
02023546b4,6,31.3604
02023546b4,7,31.3604
02023546b4,8,31.3604
02023546b4,9,31.3604
02023546b4,10,31.3604
0214181079,1,49.7624
0214181079,2,49.7624
0214181079,3,49.7624
0214181079,4,49.7624
0214181079,5,49.7624
0214181079,6,49.7624
0214181079,7,49.7624
0214181079,8,49.7624
0214181079,9,49.7624
0214181079,10,49.7624
02176ff993,1,18.3677
02176ff993,2,18.3677
02176ff993,3,18.3677
02176ff993,4,18.3677
02176ff993,5,18.3677
02176ff993,6,18.3677
02176ff993,7,18.3677
02176ff993,8,18.3677
02176ff993,9,18.3677
02176ff993,10,18.3677
0219f19ceb,1,13.331299999999999
0219f19ceb,2,13.331299999999999
0219f19ceb,3,13.331299999999999
0219f19ceb,4,13.331299999999999
0219f19ceb,5,13.331299999999999
0219f19ceb,6,13.331299999999999
0219f19ceb,7,13.331299999999999
0219f19ceb,8,13.331299999999999
0219f19ceb,9,13.331299999999999
0219f19ceb,10,13.331299999999999
0228374d12,1,32.8678
0228374d12,2,32.8678
0228374d12,3,32.8678
0228374d12,4,32.8678
0228374d12,5,32.8678
0228374d12,6,32.8678
0228374d12,7,32.8678
0228374d12,8,32.8678
0228374d12,9,32.8678
0228374d12,10,32.8678
022c90883c,1,25.4652
022c90883c,2,25.4652
022c90883c,3,25.4652
022c90883c,4,25.4652
022c90883c,5,25.4652
022c90883c,6,25.4652
022c90883c,7,25.4652
022c90883c,8,25.4652
022c90883c,9,25.4652
022c90883c,10,25.4652
023735e650,1,30.064099999999996
023735e650,2,30.064099999999996
023735e650,3,30.064099999999996
023735e650,4,30.064099999999996
023735e650,5,30.064099999999996
023735e650,6,30.064099999999996
023735e650,7,30.064099999999996
023735e650,8,30.064099999999996
023735e650,9,30.064099999999996
023735e650,10,30.064099999999996
023998ba5a,1,45.1234
023998ba5a,2,45.1234
023998ba5a,3,45.1234
023998ba5a,4,45.1234
023998ba5a,5,45.1234
023998ba5a,6,45.1234
023998ba5a,7,45.1234
023998ba5a,8,45.1234
023998ba5a,9,45.1234
023998ba5a,10,45.1234
023bb9717c,1,25.2705
023bb9717c,2,25.2705
023bb9717c,3,25.2705
023bb9717c,4,25.2705
023bb9717c,5,25.2705
023bb9717c,6,25.2705
023bb9717c,7,25.2705
023bb9717c,8,25.2705
023bb9717c,9,25.2705
023bb9717c,10,25.2705
023e33504a,1,44.207499999999996
023e33504a,2,44.207499999999996
023e33504a,3,44.207499999999996
023e33504a,4,44.207499999999996
023e33504a,5,44.207499999999996
023e33504a,6,44.207499999999996
023e33504a,7,44.207499999999996
023e33504a,8,44.207499999999996
023e33504a,9,44.207499999999996
023e33504a,10,44.207499999999996
0252656a94,1,7.210500000000001
0252656a94,2,7.210500000000001
0252656a94,3,7.210500000000001
0252656a94,4,7.210500000000001
0252656a94,5,7.210500000000001
0252656a94,6,7.210500000000001
0252656a94,7,7.210500000000001
0252656a94,8,7.210500000000001
0252656a94,9,7.210500000000001
0252656a94,10,7.210500000000001
0252b081bd,1,50.9375
0252b081bd,2,50.9375
0252b081bd,3,50.9375
0252b081bd,4,50.9375
0252b081bd,5,50.9375
0252b081bd,6,50.9375
0252b081bd,7,50.9375
0252b081bd,8,50.9375
0252b081bd,9,50.9375
0252b081bd,10,50.9375
0252fa3e9d,1,49.8844
0252fa3e9d,2,49.8844
0252fa3e9d,3,49.8844
0252fa3e9d,4,49.8844
0252fa3e9d,5,49.8844
0252fa3e9d,6,49.8844
0252fa3e9d,7,49.8844
0252fa3e9d,8,49.8844
0252fa3e9d,9,49.8844
0252fa3e9d,10,49.8844
02560826d2,1,30.784399999999998
02560826d2,2,30.784399999999998
02560826d2,3,30.784399999999998
02560826d2,4,30.784399999999998
02560826d2,5,30.784399999999998
02560826d2,6,30.784399999999998
02560826d2,7,30.784399999999998
02560826d2,8,30.784399999999998
02560826d2,9,30.784399999999998
02560826d2,10,30.784399999999998
0258177156,1,19.8589
0258177156,2,19.8589
0258177156,3,19.8589
0258177156,4,19.8589
0258177156,5,19.8589
0258177156,6,19.8589
0258177156,7,19.8589
0258177156,8,19.8589
0258177156,9,19.8589
0258177156,10,19.8589
025ca19d7b,1,27.3668
025ca19d7b,2,27.3668
025ca19d7b,3,27.3668
025ca19d7b,4,27.3668
025ca19d7b,5,27.3668
025ca19d7b,6,27.3668
025ca19d7b,7,27.3668
025ca19d7b,8,27.3668
025ca19d7b,9,27.3668
025ca19d7b,10,27.3668
025f8e0fc8,1,17.9635
025f8e0fc8,2,17.9635
025f8e0fc8,3,17.9635
025f8e0fc8,4,17.9635
025f8e0fc8,5,17.9635
025f8e0fc8,6,17.9635
025f8e0fc8,7,17.9635
025f8e0fc8,8,17.9635
025f8e0fc8,9,17.9635
025f8e0fc8,10,17.9635
026916bfa9,1,40.0289
026916bfa9,2,40.0289
026916bfa9,3,40.0289
026916bfa9,4,40.0289
026916bfa9,5,40.0289
026916bfa9,6,40.0289
026916bfa9,7,40.0289
026916bfa9,8,40.0289
026916bfa9,9,40.0289
026916bfa9,10,40.0289
027ffe0494,1,26.3738
027ffe0494,2,26.3738
027ffe0494,3,26.3738
027ffe0494,4,26.3738
027ffe0494,5,26.3738
027ffe0494,6,26.3738
027ffe0494,7,26.3738
027ffe0494,8,26.3738
027ffe0494,9,26.3738
027ffe0494,10,26.3738
02858890ba,1,35.6629
02858890ba,2,35.6629
02858890ba,3,35.6629
02858890ba,4,35.6629
02858890ba,5,35.6629
02858890ba,6,35.6629
02858890ba,7,35.6629
02858890ba,8,35.6629
02858890ba,9,35.6629
02858890ba,10,35.6629
02abf8fa7d,1,10.3216
02abf8fa7d,2,10.3216
02abf8fa7d,3,10.3216
02abf8fa7d,4,10.3216
02abf8fa7d,5,10.3216
02abf8fa7d,6,10.3216
02abf8fa7d,7,10.3216
02abf8fa7d,8,10.3216
02abf8fa7d,9,10.3216
02abf8fa7d,10,10.3216
02c0b7bcc4,1,24.2564
02c0b7bcc4,2,24.2564
02c0b7bcc4,3,24.2564
02c0b7bcc4,4,24.2564
02c0b7bcc4,5,24.2564
02c0b7bcc4,6,24.2564
02c0b7bcc4,7,24.2564
02c0b7bcc4,8,24.2564
02c0b7bcc4,9,24.2564
02c0b7bcc4,10,24.2564
02cf626565,1,24.5047
02cf626565,2,24.5047
02cf626565,3,24.5047
02cf626565,4,24.5047
02cf626565,5,24.5047
02cf626565,6,24.5047
02cf626565,7,24.5047
02cf626565,8,24.5047
02cf626565,9,24.5047
02cf626565,10,24.5047
02eb0fab1e,1,38.13590000000001
02eb0fab1e,2,38.13590000000001
02eb0fab1e,3,38.13590000000001
02eb0fab1e,4,38.13590000000001
02eb0fab1e,5,38.13590000000001
02eb0fab1e,6,38.13590000000001
02eb0fab1e,7,38.13590000000001
02eb0fab1e,8,38.13590000000001
02eb0fab1e,9,38.13590000000001
02eb0fab1e,10,38.13590000000001
02ec6cded1,1,46.355399999999996
02ec6cded1,2,46.355399999999996
02ec6cded1,3,46.355399999999996
02ec6cded1,4,46.355399999999996
02ec6cded1,5,46.355399999999996
02ec6cded1,6,46.355399999999996
02ec6cded1,7,46.355399999999996
02ec6cded1,8,46.355399999999996
02ec6cded1,9,46.355399999999996
02ec6cded1,10,46.355399999999996
02ede7e8ca,1,84.12140000000001
02ede7e8ca,2,84.12140000000001
02ede7e8ca,3,84.12140000000001
02ede7e8ca,4,84.12140000000001
02ede7e8ca,5,84.12140000000001
02ede7e8ca,6,84.12140000000001
02ede7e8ca,7,84.12140000000001
02ede7e8ca,8,84.12140000000001
02ede7e8ca,9,84.12140000000001
02ede7e8ca,10,84.12140000000001
02f3aaffd8,1,8.8176
02f3aaffd8,2,8.8176
02f3aaffd8,3,8.8176
02f3aaffd8,4,8.8176
02f3aaffd8,5,8.8176
02f3aaffd8,6,8.8176
02f3aaffd8,7,8.8176
02f3aaffd8,8,8.8176
02f3aaffd8,9,8.8176
02f3aaffd8,10,8.8176
02f7cd8e06,1,1.4702
02f7cd8e06,2,1.4702
02f7cd8e06,3,1.4702
02f7cd8e06,4,1.4702
02f7cd8e06,5,1.4702
02f7cd8e06,6,1.4702
02f7cd8e06,7,1.4702
02f7cd8e06,8,1.4702
02f7cd8e06,9,1.4702
02f7cd8e06,10,1.4702
0315b4020a,1,26.9844
0315b4020a,2,26.9844
0315b4020a,3,26.9844
0315b4020a,4,26.9844
0315b4020a,5,26.9844
0315b4020a,6,26.9844
0315b4020a,7,26.9844
0315b4020a,8,26.9844
0315b4020a,9,26.9844
0315b4020a,10,26.9844
0322afb553,1,17.479499999999998
0322afb553,2,17.479499999999998
0322afb553,3,17.479499999999998
0322afb553,4,17.479499999999998
0322afb553,5,17.479499999999998
0322afb553,6,17.479499999999998
0322afb553,7,17.479499999999998
0322afb553,8,17.479499999999998
0322afb553,9,17.479499999999998
0322afb553,10,17.479499999999998
03340dc42c,1,23.613899999999997
03340dc42c,2,23.613899999999997
03340dc42c,3,23.613899999999997
03340dc42c,4,23.613899999999997
03340dc42c,5,23.613899999999997
03340dc42c,6,23.613899999999997
03340dc42c,7,23.613899999999997
03340dc42c,8,23.613899999999997
03340dc42c,9,23.613899999999997
03340dc42c,10,23.613899999999997
033581b097,1,19.8707
033581b097,2,19.8707
033581b097,3,19.8707
033581b097,4,19.8707
033581b097,5,19.8707
033581b097,6,19.8707
033581b097,7,19.8707
033581b097,8,19.8707
033581b097,9,19.8707
033581b097,10,19.8707
0337d6fcd2,1,37.2992
0337d6fcd2,2,37.2992
0337d6fcd2,3,37.2992
0337d6fcd2,4,37.2992
0337d6fcd2,5,37.2992
0337d6fcd2,6,37.2992
0337d6fcd2,7,37.2992
0337d6fcd2,8,37.2992
0337d6fcd2,9,37.2992
0337d6fcd2,10,37.2992
0341b5dd62,1,22.120600000000003
0341b5dd62,2,22.120600000000003
0341b5dd62,3,22.120600000000003
0341b5dd62,4,22.120600000000003
0341b5dd62,5,22.120600000000003
0341b5dd62,6,22.120600000000003
0341b5dd62,7,22.120600000000003
0341b5dd62,8,22.120600000000003
0341b5dd62,9,22.120600000000003
0341b5dd62,10,22.120600000000003
034989d647,1,27.4247
034989d647,2,27.4247
034989d647,3,27.4247
034989d647,4,27.4247
034989d647,5,27.4247
034989d647,6,27.4247
034989d647,7,27.4247
034989d647,8,27.4247
034989d647,9,27.4247
034989d647,10,27.4247
0351a84be4,1,15.846699999999998
0351a84be4,2,15.846699999999998
0351a84be4,3,15.846699999999998
0351a84be4,4,15.846699999999998
0351a84be4,5,15.846699999999998
0351a84be4,6,15.846699999999998
0351a84be4,7,15.846699999999998
0351a84be4,8,15.846699999999998
0351a84be4,9,15.846699999999998
0351a84be4,10,15.846699999999998
0354fa127d,1,38.637299999999996
0354fa127d,2,38.637299999999996
0354fa127d,3,38.637299999999996
0354fa127d,4,38.637299999999996
0354fa127d,5,38.637299999999996
0354fa127d,6,38.637299999999996
0354fa127d,7,38.637299999999996
0354fa127d,8,38.637299999999996
0354fa127d,9,38.637299999999996
0354fa127d,10,38.637299999999996
0358720d4a,1,11.0744
0358720d4a,2,11.0744
0358720d4a,3,11.0744
0358720d4a,4,11.0744
0358720d4a,5,11.0744
0358720d4a,6,11.0744
0358720d4a,7,11.0744
0358720d4a,8,11.0744
0358720d4a,9,11.0744
0358720d4a,10,11.0744
0359bdb72f,1,22.647
0359bdb72f,2,22.647
0359bdb72f,3,22.647
0359bdb72f,4,22.647
0359bdb72f,5,22.647
0359bdb72f,6,22.647
0359bdb72f,7,22.647
0359bdb72f,8,22.647
0359bdb72f,9,22.647
0359bdb72f,10,22.647
03713c9bbf,1,42.693599999999996
03713c9bbf,2,42.693599999999996
03713c9bbf,3,42.693599999999996
03713c9bbf,4,42.693599999999996
03713c9bbf,5,42.693599999999996
03713c9bbf,6,42.693599999999996
03713c9bbf,7,42.693599999999996
03713c9bbf,8,42.693599999999996
03713c9bbf,9,42.693599999999996
03713c9bbf,10,42.693599999999996
0371fc7cdb,1,19.6164
0371fc7cdb,2,19.6164
0371fc7cdb,3,19.6164
0371fc7cdb,4,19.6164
0371fc7cdb,5,19.6164
0371fc7cdb,6,19.6164
0371fc7cdb,7,19.6164
0371fc7cdb,8,19.6164
0371fc7cdb,9,19.6164
0371fc7cdb,10,19.6164
0376a3d5ae,1,23.7658
0376a3d5ae,2,23.7658
0376a3d5ae,3,23.7658
0376a3d5ae,4,23.7658
0376a3d5ae,5,23.7658
0376a3d5ae,6,23.7658
0376a3d5ae,7,23.7658
0376a3d5ae,8,23.7658
0376a3d5ae,9,23.7658
0376a3d5ae,10,23.7658
039a9883f6,1,59.959500000000006
039a9883f6,2,59.959500000000006
039a9883f6,3,59.959500000000006
039a9883f6,4,59.959500000000006
039a9883f6,5,59.959500000000006
039a9883f6,6,59.959500000000006
039a9883f6,7,59.959500000000006
039a9883f6,8,59.959500000000006
039a9883f6,9,59.959500000000006
039a9883f6,10,59.959500000000006
03ac674216,1,16.2074
03ac674216,2,16.2074
03ac674216,3,16.2074
03ac674216,4,16.2074
03ac674216,5,16.2074
03ac674216,6,16.2074
03ac674216,7,16.2074
03ac674216,8,16.2074
03ac674216,9,16.2074
03ac674216,10,16.2074
03afa34784,1,16.530099999999997
03afa34784,2,16.530099999999997
03afa34784,3,16.530099999999997
03afa34784,4,16.530099999999997
03afa34784,5,16.530099999999997
03afa34784,6,16.530099999999997
03afa34784,7,16.530099999999997
03afa34784,8,16.530099999999997
03afa34784,9,16.530099999999997
03afa34784,10,16.530099999999997
03b07ca887,1,24.936799999999998
03b07ca887,2,24.936799999999998
03b07ca887,3,24.936799999999998
03b07ca887,4,24.936799999999998
03b07ca887,5,24.936799999999998
03b07ca887,6,24.936799999999998
03b07ca887,7,24.936799999999998
03b07ca887,8,24.936799999999998
03b07ca887,9,24.936799999999998
03b07ca887,10,24.936799999999998
03b0bd366e,1,13.7323
03b0bd366e,2,13.7323
03b0bd366e,3,13.7323
03b0bd366e,4,13.7323
03b0bd366e,5,13.7323
03b0bd366e,6,13.7323
03b0bd366e,7,13.7323
03b0bd366e,8,13.7323
03b0bd366e,9,13.7323
03b0bd366e,10,13.7323
03d0925ac4,1,20.5995
